metal_a_type,metal_a_concentration,metal_b_type,metal_molar_ratio_b_a,Adhesion,Coverage,Uniformity,Timestamp
20.0,30.0,6.0,10.0,1.1383,2.6263998,2.6828,2026-01-27-05:13:58
20.0,40.0,1.0,10.0,1.112675,2.97165,3.0833,2026-01-27-05:13:58
20.0,50.0,6.0,10.0,1.0417999,3.6248999,3.9298005,2026-01-27-05:13:58
18.0,40.0,20.0,10.0,0.49071324,2.425945,4.0962725,2026-01-27-05:13:58
20.0,40.0,7.0,10.0,1.1263249,3.0876,3.29945,2026-01-27-05:13:58
20.0,30.0,7.0,10.0,1.1259499,2.647225,2.7399497,2026-01-27-05:14:01
19.0,50.0,6.0,10.0,0.964656,3.3307974,3.7518668,2026-01-27-05:14:01
20.0,50.0,13.0,9.0,0.77954996,3.697325,4.2145,2026-01-27-05:14:01
19.0,40.0,4.0,10.0,1.0631822,2.7572317,2.9993997,2026-01-27-05:14:01
19.0,30.0,7.0,1.0,0.2709454,3.3356302,1.759711,2026-01-27-05:14:01
19.0,20.0,6.0,9.0,0.91285574,2.1274843,2.004723,2026-01-27-05:14:04
19.0,30.0,6.0,10.0,1.0666822,2.3459814,2.5227613,2026-01-27-05:14:04
19.0,20.0,5.0,9.0,0.9261124,2.1000555,1.9485533,2026-01-27-05:14:04
19.0,30.0,1.0,10.0,1.0580902,2.214712,2.3265374,2026-01-27-05:14:04
19.0,50.0,5.0,9.0,0.85294795,3.414154,3.5964613,2026-01-27-05:14:04
19.0,50.0,7.0,8.0,0.72714543,3.5071726,3.5496404,2026-01-27-05:14:06
20.0,50.0,16.0,10.0,0.79279983,3.5704,4.6108003,2026-01-27-05:14:06
19.0,50.0,4.0,8.0,0.74194014,3.4981606,3.4494562,2026-01-27-05:14:06
19.0,50.0,7.0,7.0,0.6105059,3.593533,3.4276297,2026-01-27-05:14:06
19.0,50.0,7.0,10.0,0.96042436,3.3344514,3.793661,2026-01-27-05:14:06
20.0,50.0,6.0,7.0,0.69289994,3.9119997,3.5596,2026-01-27-05:14:09
20.0,50.0,7.0,10.0,1.0366998,3.6304748,3.9727,2026-01-27-05:14:09
20.0,30.0,3.0,10.0,1.1489501,2.5492249,2.5449498,2026-01-27-05:14:09
20.0,50.0,5.0,6.0,0.5875,4.0058746,3.4045002,2026-01-27-05:14:09
20.0,50.0,1.0,10.0,1.0012999,3.560275,3.7993002,2026-01-27-05:14:09
20.0,50.0,6.0,8.0,0.80919987,3.8163,3.683,2026-01-27-05:14:11
20.0,50.0,4.0,7.0,0.7051999,3.9027998,3.499,2026-01-27-05:14:11
20.0,40.0,3.0,10.0,1.134825,3.0200999,3.1329498,2026-01-27-05:14:11
20.0,50.0,6.0,9.0,0.9254999,3.7206,3.8064,2026-01-27-05:14:11
20.0,40.0,8.0,10.0,1.1132,3.09835,3.355075,2026-01-27-05:14:11
19.0,40.0,3.0,10.0,1.0578389,2.7386029,2.9672794,2026-01-27-05:14:14
19.0,50.0,20.0,10.0,0.5050138,3.1590028,4.846593,2026-01-27-05:14:14
18.0,50.0,5.0,9.0,0.7798052,3.1321888,3.4282393,2026-01-27-05:14:14
20.0,40.0,4.0,9.0,1.0428499,3.1502,3.061075,2026-01-27-05:14:14
19.0,30.0,4.0,10.0,1.0764453,2.3008235,2.4274719,2026-01-27-05:14:14
20.0,30.0,8.0,10.0,1.1091999,2.6656,2.8026996,2026-01-27-05:14:17
20.0,50.0,8.0,10.0,1.0271999,3.6336,4.0212,2026-01-27-05:14:17
20.0,30.0,2.0,10.0,1.1437,2.5185997,2.5102,2026-01-27-05:14:17
20.0,40.0,11.0,10.0,1.0474249,3.1159,3.5555496,2026-01-27-05:14:17
20.0,50.0,4.0,9.0,0.9275999,3.7052,3.7402,2026-01-27-05:14:17
20.0,50.0,4.0,8.0,0.8164,3.804,3.6196,2026-01-27-05:14:20
20.0,50.0,7.0,7.0,0.68015,3.9129248,3.5982997,2026-01-27-05:14:20
20.0,50.0,6.0,6.0,0.5765999,4.0077,3.4362001,2026-01-27-05:14:20
20.0,50.0,12.0,8.0,0.6819999,3.7944002,4.0076,2026-01-27-05:14:20
20.0,50.0,7.0,9.0,0.9178499,3.7246249,3.8479,2026-01-27-05:14:20
17.0,40.0,4.0,9.0,0.8291062,2.3305936,2.586568,2026-01-27-05:14:23
16.0,40.0,4.0,9.0,0.7631768,2.0934024,2.4400334,2026-01-27-05:14:23
19.0,40.0,5.0,10.0,1.0641257,2.7734106,3.0371192,2026-01-27-05:14:23
20.0,40.0,2.0,10.0,1.12595,2.9970999,3.1053252,2026-01-27-05:14:23
16.0,40.0,7.0,9.0,0.75297284,2.1126497,2.5558453,2026-01-27-05:14:23
20.0,50.0,7.0,8.0,0.7989999,3.818775,3.7231,2026-01-27-05:14:26
18.0,20.0,5.0,8.0,0.7961803,1.9525373,1.7372527,2026-01-27-05:14:26
20.0,50.0,10.0,9.0,0.86849993,3.7220001,4.006,2026-01-27-05:14:26
20.0,50.0,3.0,7.0,0.70474994,3.8945248,3.4771001,2026-01-27-05:14:26
20.0,50.0,3.0,9.0,0.9220499,3.693825,3.7155,2026-01-27-05:14:26
20.0,50.0,8.0,7.0,0.6629999,3.9114,3.6426,2026-01-27-05:14:29
20.0,50.0,8.0,9.0,0.9057999,3.7261999,3.8950002,2026-01-27-05:14:29
20.0,50.0,8.0,8.0,0.78439987,3.8188,3.7688003,2026-01-27-05:14:29
20.0,40.0,5.0,9.0,1.0403749,3.1667497,3.0984998,2026-01-27-05:14:29
20.0,50.0,4.0,6.0,0.59400004,4.0016,3.3784,2026-01-27-05:14:29
19.0,30.0,2.0,10.0,1.0686085,2.2458656,2.354582,2026-01-27-05:14:32
20.0,50.0,16.0,9.0,0.6509998,3.6506002,4.4734,2026-01-27-05:14:32
19.0,50.0,2.0,8.0,0.72980326,3.4799027,3.4106667,2026-01-27-05:14:32
20.0,50.0,7.0,6.0,0.5612999,4.007075,3.4735,2026-01-27-05:14:32
19.0,40.0,1.0,10.0,1.033952,2.693995,2.91984,2026-01-27-05:14:32
17.0,30.0,4.0,10.0,0.9377141,1.8016883,2.1292667,2026-01-27-05:14:35
19.0,50.0,18.0,10.0,0.623477,3.2129452,4.623003,2026-01-27-05:14:35
19.0,40.0,8.0,10.0,1.040556,2.8072476,3.1838784,2026-01-27-05:14:35
17.0,30.0,5.0,10.0,0.93676937,1.82165,2.1719007,2026-01-27-05:14:35
19.0,20.0,8.0,10.0,0.9480822,2.0579317,2.210773,2026-01-27-05:14:35
20.0,50.0,13.0,8.0,0.6453999,3.7821753,4.0813003,2026-01-27-05:14:38
20.0,50.0,10.0,8.0,0.74199986,3.8115003,3.877,2026-01-27-05:14:38
20.0,50.0,3.0,6.0,0.59610003,3.9948747,3.3579,2026-01-27-05:14:38
19.0,50.0,3.0,6.0,0.52519286,3.6753776,3.1944401,2026-01-27-05:14:38
10.0,40.0,1.0,1.0,-0.15514,1.3320955,1.0534272,2026-01-27-05:14:38
15.0,40.0,4.0,10.0,0.78530407,1.803614,2.3904686,2026-01-27-05:14:42
20.0,50.0,15.0,8.0,0.5589999,3.7503753,4.2455006,2026-01-27-05:14:42
13.0,30.0,3.0,9.0,0.6215575,1.0720792,1.5013759,2026-01-27-05:14:42
20.0,50.0,2.0,9.0,0.91209984,3.6799998,3.6964002,2026-01-27-05:14:42
19.0,10.0,7.0,10.0,0.789977,1.8053198,1.8189508,2026-01-27-05:14:42
20.0,40.0,9.0,10.0,1.095675,3.1066499,3.4162998,2026-01-27-05:14:45
20.0,50.0,1.0,9.0,0.89774984,3.6637251,3.6829,2026-01-27-05:14:45
20.0,50.0,12.0,7.0,0.5504,3.8808,3.8758001,2026-01-27-05:14:45
20.0,50.0,9.0,10.0,1.0133,3.6342745,4.0752997,2026-01-27-05:14:45
20.0,50.0,8.0,6.0,0.5415999,4.004,3.5164,2026-01-27-05:14:45
19.0,40.0,9.0,10.0,1.0238993,2.8136265,3.243998,2026-01-27-05:14:48
19.0,30.0,9.0,10.0,1.0190375,2.3953433,2.7076952,2026-01-27-05:14:48
15.0,40.0,14.0,9.0,0.52057767,1.833414,2.8703027,2026-01-27-05:14:48
14.0,40.0,4.0,10.0,0.7224828,1.6102234,2.252779,2026-01-27-05:14:48
19.0,50.0,9.0,10.0,0.9387612,3.3344092,3.8940506,2026-01-27-05:14:48
20.0,50.0,9.0,9.0,0.88934994,3.7253249,3.9477,2026-01-27-05:14:52
20.0,50.0,9.0,8.0,0.7653999,3.8163745,3.8201,2026-01-27-05:14:52
20.0,50.0,9.0,7.0,0.6414499,3.907425,3.6925,2026-01-27-05:14:52
20.0,50.0,17.0,9.0,0.59934986,3.6301248,4.5709,2026-01-27-05:14:52
20.0,50.0,14.0,8.0,0.6043999,3.7675002,4.1606,2026-01-27-05:14:52
20.0,50.0,11.0,7.0,0.58514994,3.892125,3.8091002,2026-01-27-05:14:55
20.0,50.0,9.0,6.0,0.5174999,3.9984748,3.5649,2026-01-27-05:14:55
10.0,30.0,9.0,6.0,0.228214,0.768581,1.2244562,2026-01-27-05:14:55
20.0,40.0,6.0,9.0,1.0334998,3.18085,3.1415246,2026-01-27-05:14:55
20.0,40.0,3.0,9.0,1.0409249,3.1312,3.02925,2026-01-27-05:14:55
19.0,50.0,11.0,10.0,0.89949805,3.3245673,4.0168405,2026-01-27-05:14:58
19.0,40.0,10.0,10.0,1.0028428,2.8175554,3.309718,2026-01-27-05:14:58
17.0,20.0,6.0,10.0,0.85296404,1.514188,1.7941022,2026-01-27-05:14:58
16.0,30.0,3.0,10.0,0.8680136,1.5586379,1.9529611,2026-01-27-05:14:58
16.0,10.0,20.0,4.0,-0.50472575,1.7685708,2.3853793,2026-01-27-05:14:58
20.0,50.0,4.0,1.0,0.037999976,4.4955997,2.7754,2026-01-27-05:15:02
19.0,50.0,4.0,2.0,0.08800328,4.0442243,2.742593,2026-01-27-05:15:02
18.0,50.0,5.0,1.0,-0.09482625,3.785557,2.4968712,2026-01-27-05:15:02
20.0,50.0,5.0,1.0,0.018749978,4.492125,2.7945,2026-01-27-05:15:02
3.0,40.0,18.0,2.0,-0.74227357,-0.11203622,1.2939909,2026-01-27-05:15:02
19.0,50.0,16.0,10.0,0.7243401,3.257087,4.421814,2026-01-27-05:15:06
4.0,10.0,20.0,2.0,-0.8048754,-0.27844876,1.2852299,2026-01-27-05:15:06
19.0,50.0,16.0,1.0,-0.5319652,3.9087822,3.210319,2026-01-27-05:15:06
4.0,10.0,11.0,2.0,-0.21352799,-0.016442172,0.44898784,2026-01-27-05:15:06
19.0,40.0,16.0,9.0,0.65926373,2.87284,3.7025259,2026-01-27-05:15:06
20.0,50.0,2.0,8.0,0.8059999,3.7819,3.5786002,2026-01-27-05:15:10
20.0,50.0,12.0,9.0,0.8135999,3.7080002,4.1394,2026-01-27-05:15:10
20.0,50.0,1.0,8.0,0.79419994,3.767175,3.5665,2026-01-27-05:15:10
17.0,30.0,7.0,8.0,0.7562431,2.0387871,2.103106,2026-01-27-05:15:10
20.0,50.0,2.0,7.0,0.6998999,3.8837996,3.4608002,2026-01-27-05:15:10
20.0,50.0,1.0,7.0,0.6906499,3.870625,3.4501,2026-01-27-05:15:15
18.0,30.0,3.0,10.0,1.0031632,2.0179203,2.2373211,2026-01-27-05:15:15
20.0,30.0,4.0,9.0,1.0680999,2.6976998,2.4957001,2026-01-27-05:15:15
20.0,50.0,13.0,7.0,0.51125,3.8670251,3.9481,2026-01-27-05:15:15
18.0,50.0,3.0,7.0,0.5611737,3.2891147,3.1504185,2026-01-27-05:15:15
19.0,50.0,12.0,10.0,0.87326646,3.3159716,4.0866356,2026-01-27-05:15:18
19.0,50.0,12.0,4.0,0.096929625,3.7876348,3.3125718,2026-01-27-05:15:18
19.0,50.0,13.0,10.0,0.8426349,3.3049252,4.1620297,2026-01-27-05:15:18
18.0,40.0,12.0,10.0,0.8810185,2.5372822,3.2881567,2026-01-27-05:15:18
18.0,20.0,2.0,10.0,0.92945266,1.6288215,1.7413013,2026-01-27-05:15:18
20.0,50.0,15.0,9.0,0.69824994,3.668625,4.3815002,2026-01-27-05:15:22
20.0,50.0,14.0,7.0,0.4677,3.8508003,4.026,2026-01-27-05:15:22
20.0,50.0,2.0,6.0,0.5938,3.9856997,3.3430002,2026-01-27-05:15:22
10.0,20.0,2.0,6.0,0.3088561,0.51895064,0.6502732,2026-01-27-05:15:22
19.0,50.0,14.0,10.0,0.8076033,3.2914293,4.243025,2026-01-27-05:15:22
20.0,40.0,4.0,8.0,0.9464,3.2597497,2.955975,2026-01-27-05:15:26
20.0,40.0,3.0,8.0,0.947025,3.2422998,2.92555,2026-01-27-05:15:26
20.0,40.0,7.0,8.0,0.9181248,3.2974,3.0808494,2026-01-27-05:15:26
3.0,50.0,18.0,2.0,-0.9569973,0.14464793,1.6127608,2026-01-27-05:15:26
20.0,40.0,5.0,8.0,0.94137496,3.2747495,2.9919999,2026-01-27-05:15:26
20.0,50.0,10.0,6.0,0.48899993,3.9905005,3.6190002,2026-01-27-05:15:30
20.0,50.0,11.0,9.0,0.8432499,3.7162251,4.0699,2026-01-27-05:15:30
19.0,30.0,11.0,10.0,0.96527433,2.416001,2.858985,2026-01-27-05:15:30
20.0,50.0,18.0,9.0,0.5432999,3.6072001,4.674,2026-01-27-05:15:30
20.0,50.0,16.0,8.0,0.50919986,3.7308002,4.3360004,2026-01-27-05:15:30
19.0,50.0,15.0,10.0,0.7681717,3.2754834,4.3296194,2026-01-27-05:15:34
20.0,40.0,13.0,10.0,0.98157495,3.11535,3.7172,2026-01-27-05:15:34
20.0,20.0,8.0,4.0,0.5522999,3.08445,1.885875,2026-01-27-05:15:34
19.0,50.0,15.0,3.0,-0.19110456,3.793207,3.3971455,2026-01-27-05:15:34
19.0,50.0,15.0,8.0,0.49409276,3.4234045,4.0631986,2026-01-27-05:15:34
20.0,40.0,2.0,9.0,1.0345999,3.10975,3.003025,2026-01-27-05:15:38
20.0,20.0,4.0,9.0,1.0033499,2.3477,2.044075,2026-01-27-05:15:38
18.0,20.0,2.0,9.0,0.87202364,1.7473927,1.6755803,2026-01-27-05:15:38
20.0,40.0,7.0,9.0,1.0222249,3.1925,3.1901498,2026-01-27-05:15:38
18.0,50.0,6.0,6.0,0.44265532,3.3751843,3.108466,2026-01-27-05:15:38
20.0,30.0,10.0,10.0,1.0624999,2.695,2.9450002,2026-01-27-05:15:43
20.0,20.0,10.0,6.0,0.63224995,2.867,2.1906252,2026-01-27-05:15:43
19.0,50.0,17.0,10.0,0.67610854,3.236241,4.5196085,2026-01-27-05:15:43
19.0,30.0,7.0,10.0,1.0552006,2.3648853,2.578806,2026-01-27-05:15:43
19.0,30.0,17.0,3.0,-0.09009144,3.065699,2.7121797,2026-01-27-05:15:43
20.0,40.0,1.0,9.0,1.023875,3.08585,2.9823997,2026-01-27-05:15:47
20.0,50.0,1.0,6.0,0.58709997,3.974075,3.3337,2026-01-27-05:15:47
20.0,40.0,1.0,6.0,0.75747496,3.4284499,2.6797,2026-01-27-05:15:47
20.0,50.0,17.0,8.0,0.45499995,3.7087753,4.4321003,2026-01-27-05:15:47
20.0,50.0,12.0,6.0,0.41879994,3.9672005,3.744,2026-01-27-05:15:47
20.0,20.0,5.0,10.0,1.0631249,2.25,2.1712499,2026-01-27-05:15:50
17.0,50.0,6.0,10.0,0.81834567,2.7966092,3.4134512,2026-01-27-05:15:50
19.0,50.0,5.0,10.0,0.9644875,3.3246937,3.715672,2026-01-27-05:15:50
19.0,40.0,6.0,10.0,1.0606691,2.7871397,3.0804389,2026-01-27-05:15:50
20.0,20.0,6.0,10.0,1.0515499,2.2809002,2.2299252,2026-01-27-05:15:50
20.0,30.0,9.0,10.0,1.0880499,2.6815248,2.87105,2026-01-27-05:15:54
20.0,40.0,8.0,9.0,1.00655,3.2017,3.244375,2026-01-27-05:15:54
20.0,50.0,3.0,5.0,0.48744994,4.095225,3.2387,2026-01-27-05:15:54
20.0,50.0,18.0,8.0,0.3963999,3.6843004,4.5338,2026-01-27-05:15:54
17.0,30.0,18.0,8.0,0.302551,2.008667,3.0340824,2026-01-27-05:15:54
20.0,50.0,4.0,5.0,0.48279995,4.1004,3.2578,2026-01-27-05:15:59
20.0,50.0,14.0,1.0,-0.35250002,4.3506007,3.2184,2026-01-27-05:15:59
19.0,50.0,14.0,2.0,-0.26831245,3.8955138,3.1885405,2026-01-27-05:15:59
19.0,50.0,3.0,2.0,0.0994349,4.0456204,2.7287982,2026-01-27-05:15:59
20.0,40.0,4.0,5.0,0.65704995,3.5883996,2.6406753,2026-01-27-05:15:59
20.0,50.0,5.0,5.0,0.47374994,4.103125,3.2825,2026-01-27-05:16:03
20.0,50.0,6.0,5.0,0.46029988,4.1034007,3.3128002,2026-01-27-05:16:03
20.0,50.0,14.0,2.0,-0.21580003,4.2673,3.3530002,2026-01-27-05:16:03
20.0,50.0,7.0,5.0,0.4424499,4.1012244,3.3486998,2026-01-27-05:16:03
19.0,50.0,6.0,5.0,0.39420858,3.77035,3.148814,2026-01-27-05:16:03
19.0,40.0,7.0,10.0,1.0528126,2.7984185,3.1293583,2026-01-27-05:16:07
20.0,50.0,2.0,5.0,0.48769996,4.0875998,3.2252002,2026-01-27-05:16:07
19.0,40.0,2.0,5.0,0.602398,3.2418265,2.4432073,2026-01-27-05:16:07
20.0,50.0,1.0,5.0,0.48354992,4.077525,3.2173,2026-01-27-05:16:07
19.0,40.0,1.0,5.0,0.6010046,3.2260475,2.4292877,2026-01-27-05:16:07
20.0,50.0,19.0,9.0,0.48284993,3.581825,4.7827,2026-01-27-05:16:12
16.0,10.0,7.0,4.0,0.30421636,1.7433404,1.1142532,2026-01-27-05:16:12
20.0,50.0,15.0,7.0,0.41974995,3.8321252,4.1095,2026-01-27-05:16:12
20.0,40.0,15.0,7.0,0.52462494,3.3825,3.5397499,2026-01-27-05:16:12
19.0,50.0,4.0,3.0,0.19699278,3.9532132,2.8604035,2026-01-27-05:16:12
18.0,50.0,7.0,10.0,0.88680786,3.0564334,3.6204395,2026-01-27-05:16:15
18.0,30.0,5.0,9.0,0.9241079,2.1673071,2.233779,2026-01-27-05:16:15
18.0,40.0,7.0,8.0,0.78260136,2.7058847,2.757642,2026-01-27-05:16:15
18.0,40.0,5.0,8.0,0.80237764,2.6909187,2.6732132,2026-01-27-05:16:15
3.0,20.0,5.0,1.0,-0.047793288,0.054326873,0.15991066,2026-01-27-05:16:15
20.0,30.0,3.0,9.0,1.0698,2.671075,2.45675,2026-01-27-05:16:19
19.0,50.0,4.0,10.0,0.9599191,3.3161397,3.6850772,2026-01-27-05:16:19
20.0,30.0,3.0,7.0,0.9114999,2.9147751,2.28035,2026-01-27-05:16:19
19.0,30.0,3.0,10.0,1.0747269,2.2745697,2.3882267,2026-01-27-05:16:19
20.0,50.0,8.0,5.0,0.42019987,4.0965996,3.3902001,2026-01-27-05:16:19
19.0,50.0,8.0,10.0,0.9517928,3.3356557,3.841056,2026-01-27-05:16:22
20.0,30.0,5.0,9.0,1.0619999,2.721875,2.54025,2026-01-27-05:16:22
20.0,40.0,9.0,9.0,0.98647493,3.20845,3.3042,2026-01-27-05:16:22
19.0,50.0,7.0,9.0,0.8437848,3.4208121,3.671651,2026-01-27-05:16:22
20.0,50.0,4.0,4.0,0.37159994,4.1991997,3.1371999,2026-01-27-05:16:22
20.0,30.0,2.0,9.0,1.0670999,2.642,2.4234,2026-01-27-05:16:27
20.0,50.0,9.0,5.0,0.3935499,4.0895247,3.4373,2026-01-27-05:16:27
19.0,30.0,9.0,5.0,0.5578401,2.9191463,2.2386427,2026-01-27-05:16:27
20.0,50.0,14.0,4.0,0.05759996,4.1007004,3.6221998,2026-01-27-05:16:27
20.0,40.0,6.0,8.0,0.9319498,3.2872999,3.0336246,2026-01-27-05:16:27
20.0,20.0,7.0,10.0,1.0355749,2.3093503,2.2942,2026-01-27-05:16:31
19.0,40.0,2.0,10.0,1.0480953,2.7175238,2.9407601,2026-01-27-05:16:31
19.0,50.0,6.0,9.0,0.8505664,3.418708,3.6312559,2026-01-27-05:16:31
19.0,50.0,3.0,10.0,0.9509507,3.3051357,3.660082,2026-01-27-05:16:31
20.0,50.0,5.0,4.0,0.35999995,4.200375,3.1605,2026-01-27-05:16:31
20.0,20.0,8.0,10.0,1.0151999,2.3353503,2.3640747,2026-01-27-05:16:35
18.0,40.0,6.0,10.0,0.9889474,2.5178845,2.91727,2026-01-27-05:16:35
18.0,10.0,6.0,7.0,0.5866395,1.8918004,1.4448658,2026-01-27-05:16:35
18.0,50.0,12.0,6.0,0.29527634,3.311632,3.4030027,2026-01-27-05:16:35
18.0,10.0,6.0,5.0,0.4808817,2.1380424,1.3332238,2026-01-27-05:16:35
