metal_a_type,metal_a_concentration,metal_b_type,metal_molar_ratio_b_a,Adhesion,Coverage,Uniformity,Timestamp
18.0,50.0,14.0,9.0,0.76534295,0.74125594,0.5629085,2026-01-26-11:13:37
12.0,50.0,15.0,9.0,0.46646,0.55669546,0.70771354,2026-01-26-11:13:40
20.0,40.0,12.0,10.0,0.70880306,0.7453207,0.58094215,2026-01-26-11:13:40
20.0,40.0,11.0,10.0,0.7265391,0.7386704,0.58040434,2026-01-26-11:13:40
18.0,40.0,12.0,10.0,0.58167946,0.7051318,0.63597816,2026-01-26-11:13:40
19.0,40.0,17.0,9.0,0.57335424,0.74811125,0.54254174,2026-01-26-11:13:40
19.0,50.0,11.0,10.0,0.8660496,0.7175512,0.581002,2026-01-26-11:13:42
20.0,30.0,6.0,10.0,0.60070646,0.561465,0.55146295,2026-01-26-11:13:42
18.0,50.0,11.0,10.0,0.8168614,0.69318855,0.5935902,2026-01-26-11:13:42
9.0,50.0,12.0,8.0,0.62346005,0.38959762,0.7125476,2026-01-26-11:13:42
20.0,50.0,17.0,5.0,0.8241197,0.80702734,0.4887078,2026-01-26-11:13:42
20.0,40.0,15.0,8.0,0.6571537,0.7475645,0.539136,2026-01-26-11:13:46
9.0,40.0,12.0,8.0,0.6943207,0.37620315,0.55421287,2026-01-26-11:13:46
15.0,40.0,12.0,8.0,0.5305896,0.60182303,0.6489858,2026-01-26-11:13:46
20.0,40.0,12.0,8.0,0.70605576,0.73973763,0.52893764,2026-01-26-11:13:46
9.0,50.0,11.0,10.0,0.5886542,0.343107,0.7697116,2026-01-26-11:13:46
20.0,40.0,13.0,10.0,0.6929315,0.75000155,0.5760284,2026-01-26-11:13:49
20.0,40.0,17.0,7.0,0.62813336,0.7265484,0.5170818,2026-01-26-11:13:49
20.0,50.0,14.0,6.0,0.8485628,0.8071262,0.48622626,2026-01-26-11:13:49
20.0,40.0,16.0,4.0,0.6616885,0.63444394,0.45563778,2026-01-26-11:13:49
7.0,50.0,12.0,9.0,0.6705312,0.31572708,0.69645983,2026-01-26-11:13:49
16.0,50.0,11.0,10.0,0.69185036,0.6273435,0.6458868,2026-01-26-11:13:52
16.0,40.0,19.0,9.0,0.44669574,0.71648186,0.5673145,2026-01-26-11:13:52
20.0,50.0,12.0,9.0,0.8800569,0.75672776,0.5575376,2026-01-26-11:13:52
16.0,40.0,11.0,10.0,0.530381,0.6249903,0.68903035,2026-01-26-11:13:52
7.0,50.0,13.0,8.0,0.68191266,0.34260648,0.67106783,2026-01-26-11:13:52
7.0,50.0,11.0,10.0,0.66090834,0.29321772,0.72203827,2026-01-26-11:13:55
15.0,50.0,11.0,10.0,0.630277,0.5876703,0.6792966,2026-01-26-11:13:55
20.0,50.0,13.0,5.0,0.8248848,0.80809087,0.42773235,2026-01-26-11:13:55
7.0,50.0,6.0,10.0,0.7316733,0.282929,0.64187527,2026-01-26-11:13:55
13.0,50.0,11.0,10.0,0.5443457,0.50126016,0.74204755,2026-01-26-11:13:55
18.0,50.0,16.0,4.0,0.7786122,0.7912205,0.45341265,2026-01-26-11:13:59
17.0,50.0,11.0,10.0,0.75658166,0.662868,0.61615634,2026-01-26-11:13:59
20.0,50.0,14.0,4.0,0.8077325,0.8042522,0.4083804,2026-01-26-11:13:59
20.0,50.0,6.0,7.0,0.7682165,0.72270954,0.36191857,2026-01-26-11:13:59
18.0,50.0,17.0,7.0,0.7275117,0.78559566,0.5148373,2026-01-26-11:13:59
20.0,50.0,12.0,5.0,0.8076191,0.80390996,0.4031907,2026-01-26-11:14:04
18.0,50.0,16.0,7.0,0.74700725,0.7838814,0.5228943,2026-01-26-11:14:04
18.0,50.0,15.0,8.0,0.75335455,0.76445585,0.54218566,2026-01-26-11:14:04
18.0,50.0,17.0,5.0,0.7655616,0.7990469,0.48887336,2026-01-26-11:14:04
19.0,50.0,17.0,6.0,0.7860016,0.8025764,0.49894714,2026-01-26-11:14:04
15.0,30.0,17.0,5.0,0.6002138,0.42622018,0.4979531,2026-01-26-11:14:07
20.0,20.0,12.0,9.0,0.563433,0.41806838,0.560604,2026-01-26-11:14:07
5.0,20.0,12.0,5.0,0.43663445,0.14850187,0.37869564,2026-01-26-11:14:07
20.0,20.0,13.0,9.0,0.54570895,0.4226493,0.5625487,2026-01-26-11:14:07
19.0,50.0,16.0,3.0,0.7958935,0.78391397,0.41002852,2026-01-26-11:14:07
19.0,50.0,15.0,5.0,0.8176678,0.8052672,0.4642077,2026-01-26-11:14:11
17.0,40.0,12.0,9.0,0.54264283,0.67893124,0.64082545,2026-01-26-11:14:11
17.0,40.0,11.0,10.0,0.55536973,0.6604238,0.6656928,2026-01-26-11:14:11
7.0,40.0,11.0,10.0,0.62395847,0.32964033,0.55106294,2026-01-26-11:14:11
19.0,30.0,14.0,9.0,0.48286033,0.5942094,0.61542654,2026-01-26-11:14:11
20.0,40.0,15.0,3.0,0.62449664,0.6008119,0.39592463,2026-01-26-11:14:15
17.0,40.0,15.0,3.0,0.5077908,0.560297,0.46869132,2026-01-26-11:14:15
18.0,50.0,19.0,5.0,0.72913784,0.7959418,0.4832526,2026-01-26-11:14:15
19.0,50.0,15.0,4.0,0.80502313,0.7990552,0.42789578,2026-01-26-11:14:15
20.0,50.0,13.0,6.0,0.84997624,0.8047528,0.46941793,2026-01-26-11:14:15
19.0,50.0,17.0,4.0,0.8118359,0.79910237,0.4596001,2026-01-26-11:14:18
19.0,50.0,18.0,6.0,0.7665134,0.80011976,0.49334812,2026-01-26-11:14:18
19.0,40.0,14.0,10.0,0.61256295,0.74175185,0.5904889,2026-01-26-11:14:18
19.0,50.0,10.0,5.0,0.73599595,0.7680897,0.35499525,2026-01-26-11:14:18
18.0,50.0,13.0,5.0,0.7696348,0.7791636,0.43690377,2026-01-26-11:14:18
20.0,50.0,17.0,9.0,0.81334335,0.7618451,0.52091426,2026-01-26-11:14:22
20.0,50.0,17.0,8.0,0.7973027,0.77832675,0.5193862,2026-01-26-11:14:22
20.0,10.0,12.0,9.0,0.59613067,0.3803503,0.40053767,2026-01-26-11:14:22
20.0,30.0,15.0,7.0,0.48834705,0.5350735,0.5725108,2026-01-26-11:14:22
15.0,30.0,6.0,10.0,0.65971094,0.37001315,0.55052346,2026-01-26-11:14:22
18.0,50.0,14.0,5.0,0.7794817,0.7876381,0.45672143,2026-01-26-11:14:26
16.0,50.0,15.0,6.0,0.6737331,0.7485048,0.5476706,2026-01-26-11:14:26
18.0,50.0,16.0,3.0,0.764505,0.77509654,0.41727185,2026-01-26-11:14:26
19.0,50.0,16.0,2.0,0.76380163,0.75889444,0.36932713,2026-01-26-11:14:26
17.0,50.0,18.0,7.0,0.654182,0.77553385,0.5180547,2026-01-26-11:14:26
19.0,40.0,20.0,10.0,0.66113645,0.7363587,0.50584656,2026-01-26-11:14:30
10.0,50.0,11.0,10.0,0.55537945,0.37707305,0.7790884,2026-01-26-11:14:30
8.0,50.0,12.0,9.0,0.634462,0.34102678,0.7237251,2026-01-26-11:14:30
20.0,40.0,19.0,10.0,0.708954,0.7432921,0.49542007,2026-01-26-11:14:30
11.0,40.0,20.0,10.0,0.5949764,0.60294944,0.5103835,2026-01-26-11:14:30
19.0,40.0,12.0,10.0,0.6409208,0.7280051,0.60729295,2026-01-26-11:14:34
15.0,50.0,12.0,9.0,0.62187123,0.623194,0.6523428,2026-01-26-11:14:34
7.0,50.0,14.0,8.0,0.65919673,0.3545988,0.6691332,2026-01-26-11:14:34
14.0,50.0,11.0,10.0,0.5791759,0.54515004,0.7125889,2026-01-26-11:14:34
14.0,40.0,11.0,10.0,0.53854173,0.5459926,0.71082646,2026-01-26-11:14:34
13.0,40.0,11.0,10.0,0.5646266,0.5051417,0.7066383,2026-01-26-11:14:38
8.0,50.0,11.0,10.0,0.6263901,0.3148859,0.7500339,2026-01-26-11:14:38
13.0,40.0,15.0,10.0,0.49928692,0.58933973,0.6563084,2026-01-26-11:14:38
15.0,40.0,11.0,10.0,0.52548665,0.5864192,0.7046996,2026-01-26-11:14:38
8.0,40.0,11.0,10.0,0.6493026,0.34484285,0.5786806,2026-01-26-11:14:38
15.0,30.0,16.0,6.0,0.59100986,0.4381876,0.51747215,2026-01-26-11:14:41
20.0,10.0,6.0,10.0,0.6649902,0.2972643,0.3446627,2026-01-26-11:14:41
20.0,20.0,11.0,10.0,0.5806991,0.43178773,0.5810607,2026-01-26-11:14:41
20.0,40.0,16.0,2.0,0.6103188,0.5686115,0.3802956,2026-01-26-11:14:41
20.0,10.0,13.0,8.0,0.58259857,0.4018128,0.382254,2026-01-26-11:14:41
18.0,50.0,20.0,5.0,0.70773715,0.79180485,0.47354212,2026-01-26-11:14:45
9.0,50.0,12.0,9.0,0.5948858,0.37261596,0.7428076,2026-01-26-11:14:45
18.0,30.0,14.0,10.0,0.49213287,0.61287886,0.6274034,2026-01-26-11:14:45
14.0,50.0,12.0,9.0,0.57340825,0.5817716,0.68520385,2026-01-26-11:14:45
18.0,30.0,14.0,9.0,0.48873624,0.5797422,0.6186441,2026-01-26-11:14:45
20.0,50.0,13.0,4.0,0.7862566,0.8020788,0.3828605,2026-01-26-11:14:50
6.0,50.0,16.0,5.0,0.7287403,0.382579,0.5665007,2026-01-26-11:14:50
6.0,50.0,16.0,6.0,0.7081006,0.37954095,0.58968693,2026-01-26-11:14:50
20.0,40.0,10.0,10.0,0.74421436,0.73003316,0.5741946,2026-01-26-11:14:50
11.0,50.0,12.0,9.0,0.5355773,0.45036614,0.7496177,2026-01-26-11:14:50
6.0,50.0,11.0,10.0,0.6852761,0.27856576,0.68853414,2026-01-26-11:14:54
18.0,50.0,10.0,5.0,0.7011143,0.740401,0.36849356,2026-01-26-11:14:54
20.0,50.0,17.0,6.0,0.81081575,0.8040893,0.5048833,2026-01-26-11:14:54
20.0,50.0,14.0,7.0,0.8503992,0.7963131,0.5164093,2026-01-26-11:14:54
20.0,50.0,12.0,6.0,0.8444061,0.80047196,0.44856167,2026-01-26-11:14:54
6.0,50.0,12.0,9.0,0.6961159,0.29739347,0.6638,2026-01-26-11:14:58
6.0,50.0,12.0,8.0,0.72788775,0.3143751,0.63354003,2026-01-26-11:14:58
15.0,30.0,16.0,3.0,0.6142172,0.39998558,0.4325667,2026-01-26-11:14:58
15.0,30.0,18.0,3.0,0.62428874,0.41768423,0.45812586,2026-01-26-11:14:58
20.0,40.0,9.0,10.0,0.7598998,0.71943504,0.5625885,2026-01-26-11:14:58
19.0,50.0,15.0,6.0,0.8169015,0.80212927,0.49434233,2026-01-26-11:15:03
16.0,50.0,13.0,9.0,0.6621254,0.6780813,0.6175604,2026-01-26-11:15:03
20.0,40.0,18.0,10.0,0.6905102,0.747587,0.5070553,2026-01-26-11:15:03
20.0,50.0,15.0,8.0,0.8286878,0.7815363,0.53747594,2026-01-26-11:15:03
19.0,50.0,13.0,5.0,0.8047413,0.7968379,0.4263301,2026-01-26-11:15:03
20.0,40.0,17.0,10.0,0.67818373,0.7509381,0.5216942,2026-01-26-11:15:07
20.0,40.0,8.0,10.0,0.7718204,0.7069451,0.5463336,2026-01-26-11:15:07
18.0,40.0,8.0,10.0,0.6439048,0.63993603,0.6087201,2026-01-26-11:15:07
5.0,40.0,8.0,10.0,0.5997269,0.32946342,0.47791746,2026-01-26-11:15:07
18.0,40.0,11.0,10.0,0.5994494,0.691656,0.6374793,2026-01-26-11:15:07
20.0,40.0,3.0,10.0,0.7395437,0.62133014,0.4442305,2026-01-26-11:15:12
20.0,40.0,0.0,0.0,0.5133767,0.35322455,0.36907044,2026-01-26-11:15:12
15.0,30.0,14.0,2.0,0.5323999,0.37877312,0.3487611,2026-01-26-11:15:12
15.0,30.0,2.0,2.0,0.44043055,0.13537806,0.40484154,2026-01-26-11:15:12
20.0,40.0,2.0,10.0,0.7147657,0.6011147,0.43093562,2026-01-26-11:15:12
15.0,30.0,18.0,1.0,0.59106666,0.43565342,0.3954331,2026-01-26-11:15:17
15.0,30.0,18.0,10.0,0.5565692,0.5907671,0.5030893,2026-01-26-11:15:17
15.0,30.0,20.0,1.0,0.61769396,0.44336414,0.4260008,2026-01-26-11:15:17
20.0,40.0,7.0,10.0,0.7784999,0.69267374,0.52658755,2026-01-26-11:15:17
20.0,40.0,8.0,6.0,0.58897,0.6597336,0.35787353,2026-01-26-11:15:17
20.0,20.0,15.0,8.0,0.51431376,0.4150481,0.54279226,2026-01-26-11:15:21
20.0,40.0,16.0,10.0,0.6725249,0.7530704,0.53762376,2026-01-26-11:15:21
20.0,20.0,15.0,4.0,0.5172498,0.4508914,0.4458803,2026-01-26-11:15:21
5.0,20.0,12.0,9.0,0.40448344,0.13913228,0.5240426,2026-01-26-11:15:21
19.0,40.0,11.0,10.0,0.6586205,0.7178972,0.6078155,2026-01-26-11:15:21
10.0,40.0,9.0,10.0,0.6892979,0.3630796,0.62987816,2026-01-26-11:15:26
12.0,40.0,10.0,10.0,0.6166502,0.4439745,0.690573,2026-01-26-11:15:26
14.0,30.0,15.0,9.0,0.565468,0.49691507,0.5323912,2026-01-26-11:15:26
6.0,50.0,13.0,8.0,0.70795834,0.3207295,0.6391791,2026-01-26-11:15:26
12.0,40.0,9.0,8.0,0.6361829,0.41821414,0.59444904,2026-01-26-11:15:26
18.0,10.0,14.0,7.0,0.5080981,0.41769966,0.2898659,2026-01-26-11:15:31
18.0,10.0,14.0,5.0,0.5117659,0.43175086,0.22921422,2026-01-26-11:15:31
19.0,10.0,18.0,5.0,0.5168976,0.4354444,0.300801,2026-01-26-11:15:31
20.0,10.0,18.0,7.0,0.5039652,0.41354764,0.35381138,2026-01-26-11:15:31
18.0,10.0,14.0,3.0,0.46031776,0.40971485,0.14948723,2026-01-26-11:15:31
19.0,20.0,12.0,10.0,0.5845064,0.4264144,0.55844605,2026-01-26-11:15:36
19.0,20.0,16.0,3.0,0.5477998,0.4646221,0.40374506,2026-01-26-11:15:36
16.0,50.0,12.0,9.0,0.68085283,0.6609768,0.6195272,2026-01-26-11:15:36
19.0,40.0,13.0,10.0,0.62498474,0.735965,0.6012797,2026-01-26-11:15:36
20.0,50.0,14.0,9.0,0.8450492,0.763982,0.5559446,2026-01-26-11:15:36
17.0,40.0,10.0,10.0,0.57297176,0.6420209,0.66219,2026-01-26-11:15:41
11.0,50.0,12.0,8.0,0.5597259,0.4673478,0.71935767,2026-01-26-11:15:41
9.0,50.0,13.0,8.0,0.6041887,0.40584564,0.71627784,2026-01-26-11:15:41
20.0,50.0,18.0,9.0,0.8138284,0.758394,0.5057219,2026-01-26-11:15:41
7.0,50.0,13.0,7.0,0.71001905,0.35825592,0.6408433,2026-01-26-11:15:41
16.0,50.0,13.0,10.0,0.6566923,0.6636446,0.6339464,2026-01-26-11:15:46
8.0,50.0,13.0,7.0,0.67291707,0.38691896,0.66746587,2026-01-26-11:15:46
9.0,50.0,13.0,7.0,0.63141197,0.42149508,0.6860533,2026-01-26-11:15:46
6.0,50.0,13.0,7.0,0.73570186,0.33637893,0.60895455,2026-01-26-11:15:46
20.0,50.0,19.0,5.0,0.7903151,0.7983813,0.487505,2026-01-26-11:15:46
18.0,50.0,13.0,10.0,0.7829693,0.7179447,0.58503985,2026-01-26-11:15:51
16.0,40.0,10.0,10.0,0.54818183,0.60430825,0.68617314,2026-01-26-11:15:51
18.0,40.0,13.0,10.0,0.56555724,0.7164121,0.62892896,2026-01-26-11:15:51
19.0,40.0,13.0,9.0,0.6237722,0.7378347,0.58564365,2026-01-26-11:15:51
18.0,40.0,10.0,10.0,0.61697525,0.6761495,0.6331886,2026-01-26-11:15:51
17.0,40.0,12.0,10.0,0.5374074,0.67696154,0.66332,2026-01-26-11:15:56
13.0,50.0,12.0,10.0,0.5244369,0.5235764,0.73764896,2026-01-26-11:15:56
13.0,40.0,10.0,8.0,0.5984796,0.4773887,0.6267629,2026-01-26-11:15:56
6.0,50.0,12.0,10.0,0.66179866,0.28285682,0.6870445,2026-01-26-11:15:56
15.0,30.0,19.0,6.0,0.5268655,0.46200046,0.4882992,2026-01-26-11:15:56
20.0,20.0,12.0,6.0,0.5345322,0.41364956,0.458378,2026-01-26-11:16:02
