organic_formula,organic_concentration,organic_temperature,organic_soak_time,organic_ph,organic_curing_time,Model_Predicted_Adhesion,True_Adhesion,Adhesion_Error,Model_Predicted_Coverage,True_Coverage,Coverage_Error,Model_Predicted_Uniformity,True_Uniformity,Uniformity_Error
8.0,4.4,35.0,280.0,6.0,60.0,0.7786691,0.77661014,0.002058978881225637,0.25195694,0.24986595,0.0020909896972656217,1.3989956,1.3931905,0.0058051378936767595
30.0,5.0,40.0,10.0,9.0,60.0,1.4235498,1.422857,0.0006927713088988874,4.207466,4.2085714,-0.0011052745117190454,1.2217155,1.2214285,0.0002869502868652063
30.0,5.0,40.0,30.0,9.0,60.0,1.4500904,1.4497535,0.00033690832519539526,4.1856604,4.1893597,-0.003699337756347454,1.2816074,1.2785714,0.0030359894500733287
30.0,3.1,40.0,280.0,9.0,60.0,2.287128,2.287035,9.297164916999279e-05,3.8657875,3.8665173,-0.0007297938964843098,1.1031294,1.1037903,-0.0006609130981445333
1.0,5.0,35.0,280.0,5.0,60.0,0.40337974,0.40315825,0.00022148833084106867,-0.5687032,-0.5709361,0.0022329254089354933,1.4560926,1.450093,0.005999596054077072
30.0,3.2,40.0,280.0,9.0,60.0,2.2686353,2.2681596,0.0004756729797361636,3.8743243,3.8749926,-0.0006682782531739484,1.1418595,1.1427114,-0.0008518685974121532
30.0,3.5,40.0,280.0,9.0,60.0,2.2066255,2.206535,9.046157836900548e-05,3.8967075,3.897671,-0.0009634652099608232,1.2644384,1.2647231,-0.00028470926818857656
26.0,3.5,25.0,280.0,10.0,60.0,0.9186002,0.91871893,-0.00011872839324955642,2.0094898,2.0090685,0.0004212747039793463,2.5636947,2.564368,-0.0006732845001220511
2.0,5.0,35.0,280.0,5.0,60.0,0.42201412,0.42118996,0.0008241572409057873,-0.49886513,-0.50075686,0.0018917324365234078,1.4620819,1.4618422,0.00023970917968751948
30.0,3.7,40.0,280.0,9.0,60.0,2.1615484,2.1612873,0.0002610760833738901,3.910098,3.9104989,-0.0004008241333006701,1.3506827,1.3504374,0.0002453354431153354
30.0,3.8,40.0,280.0,9.0,60.0,2.1374516,2.137414,3.7648712158055986e-05,3.915596,3.9162257,-0.0006296916992187818,1.3942043,1.3946064,-0.0004021410812378168
26.0,3.8,35.0,280.0,10.0,60.0,1.430307,1.4300373,0.00026973067779545445,2.9077137,2.9079893,-0.000275648342895618,2.013088,2.0083413,0.0047466878997801665
24.0,3.7,35.0,280.0,5.5,60.0,1.378542,1.3782256,0.0003163464111328729,2.3596137,2.360042,-0.0004283430023193091,1.5946428,1.5927924,0.0018503583694458037
19.0,3.7,30.0,280.0,6.5,60.0,0.88446057,0.8850987,-0.0006381315719604652,1.374654,1.3744243,0.00022975464172358961,1.8972968,1.8962718,0.0010249863082885113
30.0,5.0,40.0,130.0,9.0,60.0,1.5838588,1.5842364,-0.0003775523818969617,4.0970106,4.093301,0.0037096124877926684,1.5615025,1.5642856,-0.0027831433349609913
30.0,5.0,40.0,260.0,9.0,60.0,1.7589709,1.759064,-9.314333343501957e-05,3.9718325,3.9684234,0.0034091138092042783,1.9324334,1.9357141,-0.0032807332244872978
12.0,4.8,40.0,130.0,4.5,25.0,0.40124673,0.4007202,0.0005265265129089092,1.2878306,1.2876562,0.00017439120178219802,0.38402653,0.38288674,0.001139787404785153
30.0,4.0,40.0,280.0,9.0,60.0,2.0874953,2.0871682,0.0003271269958498024,3.9256303,3.926305,-0.0006746689605714451,1.4848408,1.4855685,-0.0007277493057251672
26.0,4.7,40.0,280.0,10.0,60.0,1.7779379,1.7778229,0.00011498909912099897,3.5051074,3.5058742,-0.0007667971984863797,1.7755165,1.7729335,0.002583010009765685
26.0,4.9,40.0,280.0,10.0,60.0,1.7108983,1.7107818,0.00011648014373788484,3.5017664,3.5015137,0.0002527432525636364,1.877732,1.876261,0.001471038497924848
30.0,4.2,40.0,280.0,9.0,60.0,2.0336168,2.0335906,2.6181234741073922e-05,3.9342902,3.9345515,-0.0002613293304443154,1.5798694,1.5800294,-0.00016001046600333524
30.0,4.2,35.0,280.0,9.0,60.0,1.4122227,1.4124795,-0.000256756965637317,3.2837205,3.2845511,-0.0008306066833494441,2.25585,2.2578073,-0.0019572233245850335
24.0,4.3,40.0,280.0,4.0,60.0,1.8083425,1.8067998,0.0015426568176268862,2.8236272,2.8255987,-0.0019714664947509952,1.1107156,1.1075296,0.003186027670288194
30.0,5.0,40.0,50.0,9.0,60.0,1.4770848,1.4766502,0.0004345558975220598,4.162102,4.170148,-0.008045777557373235,1.3418987,1.3357142,0.0061844797332764045
26.0,4.6,40.0,280.0,10.0,60.0,1.8105378,1.810094,0.00044381509399404884,3.506843,3.507367,-0.0005239099426268545,1.7272036,1.7225814,0.004622207559204172
26.0,4.6,35.0,280.0,10.0,60.0,1.2015871,1.2018564,-0.0002693190444946758,2.912279,2.9125392,-0.00026030939025867283,2.3808246,2.3796694,0.0011551658874511261
30.0,4.6,40.0,280.0,9.0,60.0,1.9159865,1.9164395,-0.0004529620666504641,3.9450326,3.9455464,-0.0005138034118652435,1.7775128,1.779446,-0.0019332112274170754
26.0,4.6,30.0,280.0,10.0,60.0,0.8054249,0.80473006,0.000694868665161108,2.4174962,2.4177115,-0.00021529562377908817,2.82682,2.8256464,0.0011734966979979333
21.0,4.6,40.0,180.0,5.0,35.0,0.92104894,0.921039,9.939228057809224e-06,2.672638,2.673,-0.00036206054687504263,0.7373891,0.73776984,-0.00038075232299805695
30.0,4.8,40.0,210.0,9.0,60.0,1.7589284,1.758728,0.00020041815948479424,4.015608,4.015537,7.083386230455346e-05,1.68488,1.6844023,0.00047771823425302173
30.0,5.0,40.0,60.0,9.0,60.0,1.490062,1.4900985,-3.650163269042217e-05,4.159548,4.160542,-0.000994194213867594,1.3642583,1.3642856,-2.7310662841895095e-05
30.0,4.8,40.0,219.99998,9.0,60.0,1.7724302,1.7721763,0.0002538815032959718,4.006015,4.0059314,8.342391357452072e-05,1.7104338,1.7129738,-0.0025399592483521527
30.0,4.1,40.0,280.0,9.0,60.0,2.0616598,2.060796,0.0008638129272462436,3.9299183,3.9306571,-0.0007388108154295914,1.5335529,1.5323615,0.0011913850555420602
30.0,5.0,40.0,90.0,9.0,60.0,1.5300839,1.5304432,-0.00035930527038563476,4.132239,4.1317244,0.0005144648986812328,1.448107,1.4499998,-0.0018927958343506468
30.0,5.0,40.0,100.0,8.0,60.0,1.4941794,1.4941871,-7.731980895986368e-06,4.0757074,4.076749,-0.001041564392090244,1.4317366,1.4322166,-0.00048001152191168295
30.0,5.0,40.0,110.0,8.0,60.0,1.5110481,1.5100491,0.0009989785369872717,4.0643477,4.0659113,-0.0015635560119626746,1.4592869,1.4596058,-0.0003188718231201815
30.0,5.0,40.0,260.0,9.0,35.0,0.99975574,0.9979801,0.0017756401657104126,4.063713,4.0727587,-0.009045626269530871,1.559506,1.550862,0.008644058692932166
30.0,2.7,40.0,280.0,8.0,60.0,2.34761,2.347951,-0.00034100320434582443,3.7609353,3.7604964,0.0004389065490721933,0.89031327,0.88921595,0.0010973177078247298
30.0,4.8,35.0,280.0,8.0,60.0,1.2249207,1.2254988,-0.0005780503356933586,3.230401,3.230759,-0.00035796087646478014,2.489828,2.494545,-0.004716890258789075
30.0,5.0,40.0,219.99998,9.0,30.0,0.8780187,0.87638414,0.00163453723464968,4.0734987,4.082394,-0.008895274108886575,1.4117726,1.4026402,0.00913240875701904
20.0,3.7,30.0,280.0,10.0,60.0,0.92904085,0.9289111,0.00012974920883179752,1.7317777,1.7315946,0.00018306799926759432,2.174397,2.1726587,0.0017382917297363853
30.0,5.0,40.0,150.0,9.0,60.0,1.6108929,1.6111329,-0.0002400081161499923,4.074018,4.0740886,-7.05984436031315e-05,1.6201966,1.6214285,-0.001231919113159119
20.0,1.7,30.0,150.0,9.5,35.0,0.528408,0.52873176,-0.00032376906753539547,1.7408789,1.7407434,0.00013553962860113344,0.84798956,0.8493064,-0.0013168408264160325
26.0,4.8,40.0,280.0,9.5,60.0,1.7416661,1.7415907,7.537856750494676e-05,3.4700897,3.4701545,-6.482600402835104e-05,1.7946819,1.7903421,0.004339806700134341
30.0,4.8,40.0,280.0,9.0,60.0,1.8514814,1.8528659,-0.0013844623168945969,3.9496462,3.9482958,0.0013504345123291905,1.8797286,1.8844024,-0.004673844320678633
30.0,4.8,35.0,260.0,9.0,60.0,1.2057456,1.2048583,0.0008872778121948866,3.3175669,3.3175075,5.9371643066352675e-05,2.5053997,2.5050373,0.00036240397949205416
30.0,4.8,30.0,280.0,9.0,60.0,0.82250464,0.821755,0.0007496396255493032,2.748376,2.7482955,8.039263916037598e-05,3.0288556,3.028847,8.562210083162825e-06
30.0,4.9,35.0,280.0,9.0,60.0,1.1982372,1.1987187,-0.00048151929016104766,3.2983363,3.298983,-0.0006467325286867442,2.6120076,2.6159704,-0.003962782049560687
3.0,4.8,40.0,280.0,6.0,60.0,1.0617368,1.0598383,0.0018985221282958875,-0.03356695,-0.035622597,0.0020556452482910145,0.92345345,0.9201687,0.003284750202941944
30.0,4.7,35.0,280.0,9.0,60.0,1.2640457,1.263958,8.771533203133508e-05,3.2963948,3.2971504,-0.0007555750183105836,2.5061984,2.509265,-0.003066593780517657
30.0,5.0,40.0,120.0,9.0,60.0,1.5706416,1.5707881,-0.0001464631515502024,4.1033154,4.102906,0.00040935339355474554,1.5363479,1.5357141,0.0006337660583495275
30.0,5.0,40.0,140.0,9.0,60.0,1.5976721,1.5976846,-1.2495164489756405e-05,4.0840125,4.083695,0.0003175083923343536,1.5930456,1.592857,0.00018859230804446625
30.0,5.0,40.0,160.0,9.0,60.0,1.6255033,1.6245811,0.0009222016204835093,4.0649204,4.0644827,0.0004377254150389476,1.6489447,1.6499999,-0.0010551644729615006
26.0,4.9,35.0,140.0,9.5,55.0,0.8145945,0.8144557,0.0001388072174072219,2.9926152,2.993105,-0.0004897770690917014,2.0286598,2.0340166,-0.0053567794433595495
30.0,5.0,40.0,280.0,9.0,50.0,1.4678267,1.467458,0.0003687240524292701,4.002145,3.9992218,0.0029230135375977184,1.8326135,1.8317438,0.0008696681701660935
11.0,5.0,30.0,280.0,3.0,60.0,0.2636696,0.2633323,0.000337310023498516,0.043689728,0.04255098,0.0011387477832031229,1.9084766,1.9067973,0.0016792911102294639
25.0,3.5,40.0,280.0,6.0,50.0,1.7810985,1.782611,-0.0015125150070189886,3.163358,3.1630738,0.00028417309875505836,0.78490335,0.78806937,-0.0031660225077819737
11.0,2.5,25.0,40.0,2.0,50.0,0.045870304,0.045187533,0.0006827711076660137,0.44769526,0.4477502,-5.4944720458971474e-05,0.5764793,0.58063924,-0.004159924242248536
30.0,3.7,40.0,280.0,9.0,50.0,1.8427055,1.8427851,-7.961179504389904e-05,3.9598062,3.9605088,-0.0007025961578368545,1.1845825,1.1893243,-0.004741828152465821
15.999999,4.2,35.0,280.0,10.0,60.0,1.0641077,1.0631827,0.0009249564788817999,1.5734265,1.5734222,4.285061645514787e-06,1.826225,1.8228419,0.0033831423431396335
30.0,5.0,40.0,290.0,9.0,60.0,1.8004221,1.7994087,0.001013372410583413,3.942103,3.9396057,0.0024972090881347775,2.0202749,2.0214283,-0.0011534224517824043
17.0,4.1,35.0,280.0,6.5,60.0,1.0967457,1.0973915,-0.0006457705535889424,1.4821154,1.4819862,0.00012918791656502115,1.5786716,1.5788795,-0.00020792540740965926
15.999999,1.8,35.0,290.0,10.0,60.0,1.5718791,1.572906,-0.0010268515167235481,1.6046736,1.605238,-0.0005643759613036536,1.0919495,1.0918434,0.00010606289062509155
27.0,4.8,40.0,280.0,10.0,60.0,1.7734283,1.7740675,-0.0006391791152953186,3.6395707,3.6402647,-0.0006939869567870183,1.8561709,1.8572612,-0.001090307284545844
27.0,4.9,35.0,290.0,10.0,60.0,1.1395731,1.1399343,-0.0003612027709960497,3.021792,3.0216348,0.0001571349670408395,2.5980327,2.6017988,-0.003766087063598711
